hs2022,hs2017,relationship
854999,840211,n:n
854999,840212,n:n
854999,840219,n:n
854999,840220,n:n
854999,840290,n:n
854999,840310,n:n
854999,840390,n:n
854999,840410,n:n
854999,840420,n:n
854999,840490,n:n
854999,840510,n:n
854999,840590,n:n
854999,840610,n:n
854999,840681,n:n
854999,840682,n:n
854999,840690,n:n
854999,840710,n:n
854999,840721,n:n
854999,840729,n:n
854999,840731,n:n
854999,840732,n:n
854999,840733,n:n
854999,840734,n:n
854999,840790,n:n
854999,840810,n:n
854999,840820,n:n
854999,840890,n:n
854999,840910,n:n
854999,840991,n:n
854999,840999,n:n
854999,841011,n:n
854999,841012,n:n
854999,841013,n:n
854999,841090,n:n
854999,841111,n:n
854999,841112,n:n
854999,841121,n:n
854999,841122,n:n
854999,841181,n:n
854999,841182,n:n
854999,841191,n:n
854999,841199,n:n
854999,841210,n:n
854999,841221,n:n
854999,841229,n:n
854999,841231,n:n
854999,841239,n:n
854999,841280,n:n
854999,841290,n:n
854999,841311,n:n
854999,841319,n:n
854999,841320,n:n
854999,841330,n:n
854999,841340,n:n
854999,841350,n:n
854999,841360,n:n
854999,841370,n:n
854999,841381,n:n
854999,841382,n:n
854999,841391,n:n
854999,841392,n:n
854999,841410,n:n
854999,841420,n:n
854999,841430,n:n
854999,841440,n:n
854999,841451,n:n
854999,841459,n:n
854999,841460,n:n
854999,841480,n:n
854999,841490,n:n
854999,841510,n:n
854999,841520,n:n
854999,841581,n:n
854999,841582,n:n
854999,841583,n:n
854999,841590,n:n
854999,841610,n:n
854999,841620,n:n
854999,841630,n:n
854999,841690,n:n
854999,841710,n:n
854999,841720,n:n
854999,841780,n:n
854999,841790,n:n
854999,841810,n:n
854999,841821,n:n
854999,841829,n:n
854999,841830,n:n
854999,841840,n:n
854999,841850,n:n
854999,841861,n:n
854999,841869,n:n
854999,841891,n:n
854999,841899,n:n
854999,841911,n:n
854999,841919,n:n
854999,841920,n:n
854999,841931,n:n
854999,841932,n:n
854999,841939,n:n
854999,841940,n:n
854999,841950,n:n
854999,841960,n:n
854999,841981,n:n
854999,841989,n:n
854999,841990,n:n
854999,842010,n:n
854999,842091,n:n
854999,842099,n:n
854999,842111,n:n
854999,842112,n:n
854999,842119,n:n
854999,842121,n:n
854999,842122,n:n
854999,842123,n:n
854999,842129,n:n
854999,842131,n:n
854999,842139,n:n
854999,842191,n:n
854999,842199,n:n
854999,842211,n:n
854999,842219,n:n
854999,842220,n:n
854999,842230,n:n
854999,842240,n:n
854999,842290,n:n
854999,842310,n:n
854999,842320,n:n
854999,842330,n:n
854999,842381,n:n
854999,842382,n:n
854999,842389,n:n
854999,842390,n:n
854999,842410,n:n
854999,842420,n:n
854999,842430,n:n
854999,842441,n:n
854999,842449,n:n
854999,842482,n:n
854999,842489,n:n
854999,842490,n:n
854999,842511,n:n
854999,842519,n:n
854999,842531,n:n
854999,842539,n:n
854999,842541,n:n
854999,842542,n:n
854999,842549,n:n
854999,842611,n:n
854999,842612,n:n
854999,842619,n:n
854999,842620,n:n
854999,842630,n:n
854999,842641,n:n
854999,842649,n:n
854999,842691,n:n
854999,842699,n:n
854999,842710,n:n
854999,842720,n:n
854999,842790,n:n
854999,842810,n:n
854999,842820,n:n
854999,842831,n:n
854999,842832,n:n
854999,842833,n:n
854999,842839,n:n
854999,842840,n:n
854999,842860,n:n
854999,842890,n:n
854999,842911,n:n
854999,842919,n:n
854999,842920,n:n
854999,842930,n:n
854999,842940,n:n
854999,842951,n:n
854999,842952,n:n
854999,842959,n:n
854999,843010,n:n
854999,843020,n:n
854999,843031,n:n
854999,843039,n:n
854999,843041,n:n
854999,843049,n:n
854999,843050,n:n
854999,843061,n:n
854999,843069,n:n
854999,843110,n:n
854999,843120,n:n
854999,843131,n:n
854999,843139,n:n
854999,843141,n:n
854999,843142,n:n
854999,843143,n:n
854999,843149,n:n
854999,843210,n:n
854999,843221,n:n
854999,843229,n:n
854999,843231,n:n
854999,843239,n:n
854999,843241,n:n
854999,843242,n:n
854999,843280,n:n
854999,843290,n:n
854999,843311,n:n
854999,843319,n:n
854999,843320,n:n
854999,843330,n:n
854999,843340,n:n
854999,843351,n:n
854999,843352,n:n
854999,843353,n:n
854999,843359,n:n
854999,843360,n:n
854999,843390,n:n
854999,843410,n:n
854999,843420,n:n
854999,843490,n:n
854999,843510,n:n
854999,843590,n:n
854999,843610,n:n
854999,843621,n:n
854999,843629,n:n
854999,843680,n:n
854999,843691,n:n
854999,843699,n:n
854999,843710,n:n
854999,843780,n:n
854999,843790,n:n
854999,843810,n:n
854999,843820,n:n
854999,843830,n:n
854999,843840,n:n
854999,843850,n:n
854999,843860,n:n
854999,843880,n:n
854999,843890,n:n
854999,843910,n:n
854999,843920,n:n
854999,843930,n:n
854999,843991,n:n
854999,843999,n:n
854999,844010,n:n
854999,844090,n:n
854999,844110,n:n
854999,844120,n:n
854999,844130,n:n
854999,844140,n:n
854999,844180,n:n
854999,844190,n:n
854999,844230,n:n
854999,844240,n:n
854999,844250,n:n
854999,844311,n:n
854999,844312,n:n
854999,844313,n:n
854999,844314,n:n
854999,844315,n:n
854999,844316,n:n
854999,844317,n:n
854999,844319,n:n
854999,844331,n:n
854999,844332,n:n
854999,844339,n:n
854999,844391,n:n
854999,844399,n:n
854999,844400,n:n
854999,844511,n:n
854999,844512,n:n
854999,844513,n:n
854999,844519,n:n
854999,844520,n:n
854999,844530,n:n
854999,844540,n:n
854999,844590,n:n
854999,844610,n:n
854999,844621,n:n
854999,844629,n:n
854999,844630,n:n
854999,844711,n:n
854999,844712,n:n
854999,844720,n:n
854999,844790,n:n
854999,844811,n:n
854999,844819,n:n
854999,844820,n:n
854999,844831,n:n
854999,844832,n:n
854999,844833,n:n
854999,844839,n:n
854999,844842,n:n
854999,844849,n:n
854999,844851,n:n
854999,844859,n:n
854999,844900,n:n
854999,845011,n:n
854999,845012,n:n
854999,845019,n:n
854999,845020,n:n
854999,845090,n:n
854999,845110,n:n
854999,845121,n:n
854999,845129,n:n
854999,845130,n:n
854999,845140,n:n
854999,845150,n:n
854999,845180,n:n
854999,845190,n:n
854999,845210,n:n
854999,845221,n:n
854999,845229,n:n
854999,845230,n:n
854999,845290,n:n
854999,845310,n:n
854999,845320,n:n
854999,845380,n:n
854999,845390,n:n
854999,845410,n:n
854999,845420,n:n
854999,845430,n:n
854999,845490,n:n
854999,845510,n:n
854999,845521,n:n
854999,845522,n:n
854999,845530,n:n
854999,845590,n:n
854999,845611,n:n
854999,845612,n:n
854999,845620,n:n
854999,845630,n:n
854999,845640,n:n
854999,845650,n:n
854999,845690,n:n
854999,845710,n:n
854999,845720,n:n
854999,845730,n:n
854999,845811,n:n
854999,845819,n:n
854999,845891,n:n
854999,845899,n:n
854999,845910,n:n
854999,845921,n:n
854999,845929,n:n
854999,845931,n:n
854999,845939,n:n
854999,845941,n:n
854999,845949,n:n
854999,845951,n:n
854999,845959,n:n
854999,845961,n:n
854999,845969,n:n
854999,845970,n:n
854999,846012,n:n
854999,846019,n:n
854999,846022,n:n
854999,846023,n:n
854999,846024,n:n
854999,846029,n:n
854999,846031,n:n
854999,846039,n:n
854999,846040,n:n
854999,846090,n:n
854999,846120,n:n
854999,846130,n:n
854999,846140,n:n
854999,846150,n:n
854999,846190,n:n
854999,846210,n:n
854999,846221,n:n
854999,846229,n:n
854999,846231,n:n
854999,846239,n:n
854999,846241,n:n
854999,846249,n:n
854999,846291,n:n
854999,846299,n:n
854999,846310,n:n
854999,846320,n:n
854999,846330,n:n
854999,846390,n:n
854999,846410,n:n
854999,846420,n:n
854999,846490,n:n
854999,846510,n:n
854999,846520,n:n
854999,846591,n:n
854999,846592,n:n
854999,846593,n:n
854999,846594,n:n
854999,846595,n:n
854999,846596,n:n
854999,846599,n:n
854999,846610,n:n
854999,846620,n:n
854999,846630,n:n
854999,846691,n:n
854999,846692,n:n
854999,846693,n:n
854999,846694,n:n
854999,846711,n:n
854999,846719,n:n
854999,846721,n:n
854999,846722,n:n
854999,846729,n:n
854999,846781,n:n
854999,846789,n:n
854999,846791,n:n
854999,846792,n:n
854999,846799,n:n
854999,846810,n:n
854999,846820,n:n
854999,846880,n:n
854999,846890,n:n
854999,847010,n:n
854999,847021,n:n
854999,847029,n:n
854999,847030,n:n
854999,847050,n:n
854999,847090,n:n
854999,847130,n:n
854999,847141,n:n
854999,847149,n:n
854999,847150,n:n
854999,847160,n:n
854999,847170,n:n
854999,847180,n:n
854999,847190,n:n
854999,847210,n:n
854999,847230,n:n
854999,847290,n:n
854999,847321,n:n
854999,847329,n:n
854999,847330,n:n
854999,847340,n:n
854999,847350,n:n
854999,847410,n:n
854999,847420,n:n
854999,847431,n:n
854999,847432,n:n
854999,847439,n:n
854999,847480,n:n
854999,847490,n:n
854999,847510,n:n
854999,847521,n:n
854999,847529,n:n
854999,847590,n:n
854999,847621,n:n
854999,847629,n:n
854999,847681,n:n
854999,847689,n:n
854999,847690,n:n
854999,847710,n:n
854999,847720,n:n
854999,847730,n:n
854999,847740,n:n
854999,847751,n:n
854999,847759,n:n
854999,847780,n:n
854999,847790,n:n
854999,847810,n:n
854999,847890,n:n
854999,847910,n:n
854999,847920,n:n
854999,847930,n:n
854999,847940,n:n
854999,847950,n:n
854999,847960,n:n
854999,847971,n:n
854999,847979,n:n
854999,847981,n:n
854999,847982,n:n
854999,847989,n:n
854999,847990,n:n
854999,848010,n:n
854999,848020,n:n
854999,848030,n:n
854999,848041,n:n
854999,848049,n:n
854999,848050,n:n
854999,848060,n:n
854999,848071,n:n
854999,848079,n:n
854999,848110,n:n
854999,848120,n:n
854999,848130,n:n
854999,848140,n:n
854999,848180,n:n
854999,848190,n:n
854999,848210,n:n
854999,848220,n:n
854999,848230,n:n
854999,848240,n:n
854999,848250,n:n
854999,848280,n:n
854999,848291,n:n
854999,848299,n:n
854999,848310,n:n
854999,848320,n:n
854999,848330,n:n
854999,848340,n:n
854999,848350,n:n
854999,848360,n:n
854999,848390,n:n
854999,848410,n:n
854999,848420,n:n
854999,848490,n:n
854999,848610,n:n
854999,848620,n:n
854999,848630,n:n
854999,848640,n:n
854999,848690,n:n
854999,848710,n:n
854999,848790,n:n
854999,850110,n:n
854999,850120,n:n
854999,850131,n:n
854999,850132,n:n
854999,850133,n:n
854999,850134,n:n
854999,850140,n:n
854999,850151,n:n
854999,850152,n:n
854999,850153,n:n
854999,850161,n:n
854999,850162,n:n
854999,850163,n:n
854999,850164,n:n
854999,850211,n:n
854999,850212,n:n
854999,850213,n:n
854999,850220,n:n
854999,850231,n:n
854999,850239,n:n
854999,850240,n:n
854999,850300,n:n
854999,850410,n:n
854999,850421,n:n
854999,850422,n:n
854999,850423,n:n
854999,850431,n:n
854999,850432,n:n
854999,850433,n:n
854999,850434,n:n
854999,850440,n:n
854999,850450,n:n
854999,850490,n:n
854999,850511,n:n
854999,850519,n:n
854999,850520,n:n
854999,850590,n:n
854999,850610,n:n
854999,850630,n:n
854999,850640,n:n
854999,850650,n:n
854999,850660,n:n
854999,850680,n:n
854999,850690,n:n
854999,850710,n:n
854999,850720,n:n
854999,850730,n:n
854999,850740,n:n
854999,850750,n:n
854999,850760,n:n
854999,850780,n:n
854999,850790,n:n
854999,850811,n:n
854999,850819,n:n
854999,850860,n:n
854999,850870,n:n
854999,850940,n:n
854999,850980,n:n
854999,850990,n:n
854999,851010,n:n
854999,851020,n:n
854999,851030,n:n
854999,851090,n:n
854999,851110,n:n
854999,851120,n:n
854999,851130,n:n
854999,851140,n:n
854999,851150,n:n
854999,851180,n:n
854999,851190,n:n
854999,851210,n:n
854999,851220,n:n
854999,851230,n:n
854999,851240,n:n
854999,851290,n:n
854999,851310,n:n
854999,851390,n:n
854999,851410,n:n
854999,851420,n:n
854999,851430,n:n
854999,851440,n:n
854999,851490,n:n
854999,851511,n:n
854999,851519,n:n
854999,851521,n:n
854999,851529,n:n
854999,851531,n:n
854999,851539,n:n
854999,851580,n:n
854999,851590,n:n
854999,851610,n:n
854999,851621,n:n
854999,851629,n:n
854999,851631,n:n
854999,851632,n:n
854999,851633,n:n
854999,851640,n:n
854999,851650,n:n
854999,851660,n:n
854999,851671,n:n
854999,851672,n:n
854999,851679,n:n
854999,851680,n:n
854999,851690,n:n
854999,851711,n:n
854999,851712,n:n
854999,851718,n:n
854999,851761,n:n
854999,851762,n:n
854999,851769,n:n
854999,851770,n:n
854999,851810,n:n
854999,851821,n:n
854999,851822,n:n
854999,851829,n:n
854999,851830,n:n
854999,851840,n:n
854999,851850,n:n
854999,851890,n:n
854999,851920,n:n
854999,851930,n:n
854999,851950,n:n
854999,851981,n:n
854999,851989,n:n
854999,852110,n:n
854999,852190,n:n
854999,852210,n:n
854999,852290,n:n
854999,852321,n:n
854999,852329,n:n
854999,852341,n:n
854999,852349,n:n
854999,852351,n:n
854999,852352,n:n
854999,852359,n:n
854999,852380,n:n
854999,852550,n:n
854999,852560,n:n
854999,852580,n:n
854999,852610,n:n
854999,852691,n:n
854999,852692,n:n
854999,852712,n:n
854999,852713,n:n
854999,852719,n:n
854999,852721,n:n
854999,852729,n:n
854999,852791,n:n
854999,852792,n:n
854999,852799,n:n
854999,852842,n:n
854999,852849,n:n
854999,852852,n:n
854999,852859,n:n
854999,852862,n:n
854999,852869,n:n
854999,852871,n:n
854999,852872,n:n
854999,852873,n:n
854999,852910,n:n
854999,852990,n:n
854999,853010,n:n
854999,853080,n:n
854999,853090,n:n
854999,853110,n:n
854999,853120,n:n
854999,853180,n:n
854999,853190,n:n
854999,853210,n:n
854999,853221,n:n
854999,853222,n:n
854999,853223,n:n
854999,853224,n:n
854999,853225,n:n
854999,853229,n:n
854999,853230,n:n
854999,853290,n:n
854999,853310,n:n
854999,853321,n:n
854999,853329,n:n
854999,853331,n:n
854999,853339,n:n
854999,853340,n:n
854999,853390,n:n
854999,853400,n:n
854999,853510,n:n
854999,853521,n:n
854999,853529,n:n
854999,853530,n:n
854999,853540,n:n
854999,853590,n:n
854999,853610,n:n
854999,853620,n:n
854999,853630,n:n
854999,853641,n:n
854999,853649,n:n
854999,853650,n:n
854999,853661,n:n
854999,853669,n:n
854999,853670,n:n
854999,853690,n:n
854999,853710,n:n
854999,853720,n:n
854999,853810,n:n
854999,853890,n:n
854999,853910,n:n
854999,853921,n:n
854999,853922,n:n
854999,853929,n:n
854999,853931,n:n
854999,853932,n:n
854999,853939,n:n
854999,853941,n:n
854999,853949,n:n
854999,853950,n:n
854999,853990,n:n
854999,854011,n:n
854999,854012,n:n
854999,854020,n:n
854999,854040,n:n
854999,854060,n:n
854999,854071,n:n
854999,854079,n:n
854999,854081,n:n
854999,854089,n:n
854999,854091,n:n
854999,854099,n:n
854999,854110,n:n
854999,854121,n:n
854999,854129,n:n
854999,854130,n:n
854999,854140,n:n
854999,854150,n:n
854999,854160,n:n
854999,854190,n:n
854999,854231,n:n
854999,854232,n:n
854999,854233,n:n
854999,854239,n:n
854999,854290,n:n
854999,854310,n:n
854999,854320,n:n
854999,854330,n:n
854999,854370,n:n
854999,854390,n:n
854999,854411,n:n
854999,854419,n:n
854999,854420,n:n
854999,854430,n:n
854999,854442,n:n
854999,854449,n:n
854999,854460,n:n
854999,854470,n:n
854999,854511,n:n
854999,854519,n:n
854999,854520,n:n
854999,854590,n:n
854999,854610,n:n
854999,854620,n:n
854999,854690,n:n
854999,854710,n:n
854999,854720,n:n
854999,854790,n:n
854999,854810,n:n
854999,854890,n:n
854999,900110,n:n
854999,900120,n:n
854999,900130,n:n
854999,900140,n:n
854999,900150,n:n
854999,900190,n:n
854999,900211,n:n
854999,900219,n:n
854999,900220,n:n
854999,900290,n:n
854999,900311,n:n
854999,900319,n:n
854999,900390,n:n
854999,900410,n:n
854999,900490,n:n
854999,900510,n:n
854999,900580,n:n
854999,900590,n:n
854999,900630,n:n
854999,900640,n:n
854999,900651,n:n
854999,900652,n:n
854999,900653,n:n
854999,900659,n:n
854999,900661,n:n
854999,900669,n:n
854999,900691,n:n
854999,900699,n:n
854999,900710,n:n
854999,900720,n:n
854999,900791,n:n
854999,900792,n:n
854999,900850,n:n
854999,900890,n:n
854999,901010,n:n
854999,901050,n:n
854999,901060,n:n
854999,901090,n:n
854999,901110,n:n
854999,901120,n:n
854999,901180,n:n
854999,901190,n:n
854999,901210,n:n
854999,901290,n:n
854999,901310,n:n
854999,901320,n:n
854999,901380,n:n
854999,901390,n:n
854999,901410,n:n
854999,901420,n:n
854999,901480,n:n
854999,901490,n:n
854999,901510,n:n
854999,901520,n:n
854999,901530,n:n
854999,901540,n:n
854999,901580,n:n
854999,901590,n:n
854999,901600,n:n
854999,901710,n:n
854999,901720,n:n
854999,901730,n:n
854999,901780,n:n
854999,901790,n:n
854999,901811,n:n
854999,901812,n:n
854999,901813,n:n
854999,901814,n:n
854999,901819,n:n
854999,901820,n:n
854999,901831,n:n
854999,901832,n:n
854999,901839,n:n
854999,901841,n:n
854999,901849,n:n
854999,901850,n:n
854999,901890,n:n
854999,901910,n:n
854999,901920,n:n
854999,902000,n:n
854999,902110,n:n
854999,902121,n:n
854999,902129,n:n
854999,902131,n:n
854999,902139,n:n
854999,902140,n:n
854999,902150,n:n
854999,902190,n:n
854999,902212,n:n
854999,902213,n:n
854999,902214,n:n
854999,902219,n:n
854999,902221,n:n
854999,902229,n:n
854999,902230,n:n
854999,902290,n:n
854999,902300,n:n
854999,902410,n:n
854999,902480,n:n
854999,902490,n:n
854999,902511,n:n
854999,902519,n:n
854999,902580,n:n
854999,902590,n:n
854999,902610,n:n
854999,902620,n:n
854999,902680,n:n
854999,902690,n:n
854999,902710,n:n
854999,902720,n:n
854999,902730,n:n
854999,902750,n:n
854999,902780,n:n
854999,902790,n:n
854999,902810,n:n
854999,902820,n:n
854999,902830,n:n
854999,902890,n:n
854999,902910,n:n
854999,902920,n:n
854999,902990,n:n
854999,903010,n:n
854999,903020,n:n
854999,903031,n:n
854999,903032,n:n
854999,903033,n:n
854999,903039,n:n
854999,903040,n:n
854999,903082,n:n
854999,903084,n:n
854999,903089,n:n
854999,903090,n:n
854999,903110,n:n
854999,903120,n:n
854999,903141,n:n
854999,903149,n:n
854999,903180,n:n
854999,903190,n:n
854999,903210,n:n
854999,903220,n:n
854999,903281,n:n
854999,903289,n:n
854999,903290,n:n
854999,903300,n:n
854999,910111,n:n
854999,910119,n:n
854999,910121,n:n
854999,910129,n:n
854999,910191,n:n
854999,910199,n:n
854999,910211,n:n
854999,910212,n:n
854999,910219,n:n
854999,910221,n:n
854999,910229,n:n
854999,910291,n:n
854999,910299,n:n
854999,910310,n:n
854999,910390,n:n
854999,910400,n:n
854999,910511,n:n
854999,910519,n:n
854999,910521,n:n
854999,910529,n:n
854999,910591,n:n
854999,910599,n:n
854999,910610,n:n
854999,910690,n:n
854999,910700,n:n
854999,910811,n:n
854999,910812,n:n
854999,910819,n:n
854999,910820,n:n
854999,910890,n:n
854999,910910,n:n
854999,910990,n:n
854999,911011,n:n
854999,911012,n:n
854999,911019,n:n
854999,911090,n:n
854999,911110,n:n
854999,911120,n:n
854999,911180,n:n
854999,911190,n:n
854999,911220,n:n
854999,911290,n:n
854999,911310,n:n
854999,911320,n:n
854999,911390,n:n
854999,911410,n:n
854999,911430,n:n
854999,911440,n:n
854999,911490,n:n
854999,950300,n:n
854999,950420,n:n
854999,950430,n:n
854999,950440,n:n
854999,950450,n:n
854999,950490,n:n
854999,950510,n:n
854999,950590,n:n
854999,950611,n:n
854999,950612,n:n
854999,950619,n:n
854999,950621,n:n
854999,950629,n:n
854999,950631,n:n
854999,950632,n:n
854999,950639,n:n
854999,950640,n:n
854999,950651,n:n
854999,950659,n:n
854999,950661,n:n
854999,950662,n:n
854999,950669,n:n
854999,950670,n:n
854999,950691,n:n
854999,950699,n:n
854999,950710,n:n
854999,950720,n:n
854999,950730,n:n
854999,950790,n:n
854999,950810,n:n
854999,950890,n:n
860110,860110,1:1
860120,860120,1:1
860210,860210,1:1
860290,860290,1:1
860310,860310,1:1
860390,860390,1:1
860400,860400,1:1
860500,860500,1:1
860610,860610,1:1
860630,860630,1:1
860691,860691,1:1
860692,860692,1:1
860699,860699,1:1
860711,860711,n:1
860712,860712,n:1
860719,860719,n:1
860721,860721,n:1
860729,860729,n:1
860730,860730,n:1
860791,860791,n:1
860799,860799,n:1
860800,860800,1:1
860900,860900,1:1
870110,870110,1:1
870121,870120,n:1
870122,870120,n:1
870123,870120,n:1
870124,870120,n:1
870129,870120,n:1
870130,870130,1:1
870191,870191,1:1
870192,870192,1:1
870193,870193,1:1
870194,870194,1:1
870195,870195,1:1
870210,870210,1:1
870220,870220,1:1
870230,870230,1:1
870240,870240,1:1
870290,870290,1:1
870310,870310,1:1
870321,870321,1:1
870322,870322,1:1
870323,870323,1:1
870324,870324,1:1
870331,870331,1:1
870332,870332,1:1
870333,870333,1:1
870340,870340,1:1
870350,870350,1:1
870360,870360,1:1
870370,870370,1:1
870380,870380,1:1
870390,870390,1:1
870410,870410,1:1
870421,870421,n:1
870422,870422,n:1
870423,870423,n:1
870431,870431,n:1
870432,870432,n:1
870441,870421,n:n
870441,870490,n:n
870442,870422,n:n
870442,870490,n:n
870443,870423,n:n
870443,870490,n:n
870451,870431,n:n
870451,870490,n:n
870452,870432,n:n
870452,870490,n:n
870460,870490,n:1
870490,870490,n:1
870510,870510,1:1
870520,870520,1:1
870530,870530,1:1
870540,870540,1:1
870590,870590,1:1
870600,870600,1:1
870710,870710,1:1
870790,870790,1:1
870810,870810,n:1
870821,870821,n:1
870822,870829,n:1
870829,870829,n:1
870830,870830,n:1
870840,870840,n:1
870850,870850,n:1
870870,870870,n:1
870880,870880,n:1
870891,870891,n:1
870892,870892,n:1
870893,870893,n:1
870894,870894,n:1
870895,870895,n:1
870899,870899,n:1
870911,870911,1:1
870919,870919,1:1
870990,870990,1:1
871000,871000,1:1
871110,871110,1:1
871120,871120,1:1
